TOUR CRIETERIA,NAME OF THE TOUR,OTHER,REVIEWS,LINKS
Vie nocturne ‡ Paris,Cafe Oz Chatelet,Bars et clubs,63,https://www.tripadvisor.fr/Attraction_Review-g187147-d7245621-Reviews-Cafe_Oz_Chatelet-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Caf√© Zed,Bars et clubs,4,https://www.tripadvisor.fr/Attraction_Review-g187147-d3454137-Reviews-Cafe_Zed-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,l'Improviste,Clubs et bars de jazz,3,https://www.tripadvisor.fr/Attraction_Review-g187147-d3349657-Reviews-L_Improviste-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Champmesl√©,Clubs et bars gays,3,https://www.tripadvisor.fr/Attraction_Review-g187147-d212431-Reviews-La_Champmesle-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Malle,Bars et clubs,24,https://www.tripadvisor.fr/Attraction_Review-g187147-d3827146-Reviews-La_Malle-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Sc√®ne,Bars et clubs,3,https://www.tripadvisor.fr/Attraction_Review-g187147-d245074-Reviews-La_Scene-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Pile ou Face,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d12338337-Reviews-Pile_ou_Face-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Social Club,"Bars et clubs, Discoth√®ques",1,https://www.tripadvisor.fr/Attraction_Review-g187147-d9835148-Reviews-Social_Club-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Shisha Fresh,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d6417406-Reviews-Shisha_Fresh-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,ChaCha Club,Bars et clubs,33,https://www.tripadvisor.fr/Attraction_Review-g187147-d1746906-Reviews-ChaCha_Club-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Tabac du Dome,Bars √† cigares,5,https://www.tripadvisor.fr/Attraction_Review-g187147-d2620377-Reviews-Tabac_du_Dome-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,O'Brothers,Bars et clubs,10,https://www.tripadvisor.fr/Attraction_Review-g187147-d10464831-Reviews-O_Brothers-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Au passage,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d758317-Reviews-Au_passage-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Night Beach Bar,Bars et clubs,3,https://www.tripadvisor.fr/Attraction_Review-g187147-d1083866-Reviews-Night_Beach_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Bab-Ilo,Bars et clubs,14,https://www.tripadvisor.fr/Attraction_Review-g187147-d5502591-Reviews-Bab_Ilo-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Batofar,,52,https://www.tripadvisor.fr/Attraction_Review-g187147-d244884-Reviews-Batofar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Discotheque Le Duplex,"Discoth√®ques, Bars et clubs",121,https://www.tripadvisor.fr/Attraction_Review-g187147-d244995-Reviews-Discotheque_Le_Duplex-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Chez Castel,Discoth√®ques,27,https://www.tripadvisor.fr/Attraction_Review-g187147-d190199-Reviews-Castel_s-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Utopia,Clubs et bars de blues,18,https://www.tripadvisor.fr/Attraction_Review-g187147-d245156-Reviews-Utopia-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Les Coulisses,Bars et clubs,3,https://www.tripadvisor.fr/Attraction_Review-g187147-d239786-Reviews-Les_Coulisses-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,The Green Linnet,Bars et clubs,13,https://www.tripadvisor.fr/Attraction_Review-g187147-d12955002-Reviews-The_Green_Linnet-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le 10 BAR Od√©on,Bars et clubs,36,https://www.tripadvisor.fr/Attraction_Review-g187147-d12103377-Reviews-Le_10_BAR_Odeon-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Banana Caf√©,Bars et clubs,106,https://www.tripadvisor.fr/Attraction_Review-g187147-d195134-Reviews-Banana_Cafe-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,L'Attirail,Bars et clubs,4,https://www.tripadvisor.fr/Attraction_Review-g187147-d245060-Reviews-L_Attirail-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Les Dessous du Panth√©on,"Clubs et bars de jazz, Pianos-bars",3,https://www.tripadvisor.fr/Attraction_Review-g187147-d8631283-Reviews-Les_Dessous_du_Pantheon-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,L'Eb√©niste du Vin ,Bars et clubs,3,https://www.tripadvisor.fr/Attraction_Review-g187147-d5990543-Reviews-L_Ebeniste_du_Vin-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Cabaret Oriental - Les Nuits Blanches,"Caf√©s, Discoth√®ques",2,https://www.tripadvisor.fr/Attraction_Review-g187147-d7622788-Reviews-Cabaret_Oriental_Les_Nuits_Blanches-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Corcoran's,Bars et clubs,24,https://www.tripadvisor.fr/Attraction_Review-g187147-d4005255-Reviews-Corcoran_s-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,The Defender,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d2215961-Reviews-The_Defender-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Communion,Bars et clubs,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d12832722-Reviews-Communion-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Chez Richard,Bars et clubs,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d606879-Reviews-Chez_Richard-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Prune de Nuit,Bars et clubs,4,https://www.tripadvisor.fr/Attraction_Review-g187147-d8384356-Reviews-Prune_de_Nuit-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Les Flingueurs,"Bars √† vins, Bars et clubs",15,https://www.tripadvisor.fr/Attraction_Review-g187147-d7679379-Reviews-Les_Flingueurs-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Zbar,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d4610906-Reviews-Zbar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Moki Bar,Bars et clubs,4,https://www.tripadvisor.fr/Attraction_Review-g187147-d9714977-Reviews-Moki_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Smile Drink and Music,Bars et clubs,8,https://www.tripadvisor.fr/Attraction_Review-g187147-d5541371-Reviews-Smile_Drink_and_Music-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,L'alimentation Generale,Bars et clubs,31,https://www.tripadvisor.fr/Attraction_Review-g187147-d7197486-Reviews-L_alimentation_Generale-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Depot,Clubs et bars gays,70,https://www.tripadvisor.fr/Attraction_Review-g187147-d607663-Reviews-Le_Depot-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Baragouin,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d547026-Reviews-Le_Baragouin-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le QG,Bars et clubs,32,https://www.tripadvisor.fr/Attraction_Review-g187147-d2715290-Reviews-Le_QG-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Fat Cat Bar,Clubs et bars de blues,3,https://www.tripadvisor.fr/Attraction_Review-g187147-d8795343-Reviews-Fat_Cat_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,L'Atlantis,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d245059-Reviews-L_Atlantis-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,le CUD bar,Bars et clubs,29,https://www.tripadvisor.fr/Attraction_Review-g187147-d5948294-Reviews-Le_CUD_bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,MayFair Bar,Bars et clubs,6,https://www.tripadvisor.fr/Attraction_Review-g187147-d8733819-Reviews-MayFair_Bar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,El Rancho Dominicano,Bars et clubs,76,https://www.tripadvisor.fr/Attraction_Review-g187147-d6485427-Reviews-El_Rancho_Dominicano-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Slow Club,Clubs et bars de jazz,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d210379-Reviews-Slow_Club-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,P√©niche Blues Caf√©,Clubs et bars de jazz,4,https://www.tripadvisor.fr/Attraction_Review-g187147-d245125-Reviews-Peniche_Blues_Cafe-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Pe√±a Saint-Germain,"Bars et clubs, Discoth√®ques",9,https://www.tripadvisor.fr/Attraction_Review-g187147-d10508731-Reviews-La_Pena_Saint_Germain-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,El Sartorio,Discoth√®ques,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d12685796-Reviews-El_Sartorio-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Cristal,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d10234486-Reviews-Le_Cristal-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Raspoutine,Discoth√®ques,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d14184435-Reviews-Raspoutine-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Rex Club,Bars et clubs,81,https://www.tripadvisor.fr/Attraction_Review-g187147-d267242-Reviews-Le_Rex_Club-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Treplay,Bars et clubs,42,https://www.tripadvisor.fr/Attraction_Review-g187147-d4976153-Reviews-Treplay-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Club 79,Bars et clubs,23,https://www.tripadvisor.fr/Attraction_Review-g187147-d4105195-Reviews-Club_79-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Mix Club,Bars et clubs,30,https://www.tripadvisor.fr/Attraction_Review-g187147-d3247158-Reviews-Mix_Club-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Cap Rouge,Bars et clubs,2,https://www.tripadvisor.fr/Attraction_Review-g187147-d4062942-Reviews-Le_Cap_Rouge-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Baron Paris,"Bars et clubs, Discoth√®ques",35,https://www.tripadvisor.fr/Attraction_Review-g187147-d583591-Reviews-Le_Baron_Paris-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Gibus Club,Bars et clubs,16,https://www.tripadvisor.fr/Attraction_Review-g187147-d245087-Reviews-Gibus_Club-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Pachanga,Bars et clubs,15,https://www.tripadvisor.fr/Attraction_Review-g187147-d8008282-Reviews-La_Pachanga-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Zouave,Bars et clubs,1,https://www.tripadvisor.fr/Attraction_Review-g187147-d2011692-Reviews-Le_Zouave-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Frequence Cafe,,26,https://www.tripadvisor.fr/Attraction_Review-g187147-d8648879-Reviews-Frequence_Cafe-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Caf√© Oz Blanche,Bars et clubs,7,https://www.tripadvisor.fr/Attraction_Review-g187147-d8769323-Reviews-Cafe_Oz_Blanche-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Boumette,Discoth√®ques,11,https://www.tripadvisor.fr/Attraction_Review-g187147-d10485477-Reviews-La_Boumette-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Tango Boite a Frissons,Bars et clubs,32,https://www.tripadvisor.fr/Attraction_Review-g187147-d4081504-Reviews-Tango_Boite_a_Frissons-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Memphis,Bars et clubs,68,https://www.tripadvisor.fr/Attraction_Review-g187147-d6973423-Reviews-Le_Memphis-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Bouillon Belge,Bars et clubs,24,https://www.tripadvisor.fr/Attraction_Review-g187147-d7834889-Reviews-Le_Bouillon_Belge-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,The Club by Les Bains,Bars et clubs,14,https://www.tripadvisor.fr/Attraction_Review-g187147-d195131-Reviews-The_Club_by_Les_Bains-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le D√©panneur,Discoth√®ques,152,https://www.tripadvisor.fr/Attraction_Review-g187147-d211685-Reviews-Le_Depanneur-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Club du Faust,"Bars et clubs, Discoth√®ques",51,https://www.tripadvisor.fr/Attraction_Review-g187147-d8493095-Reviews-Le_Club_du_Faust-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Globo,"Discoth√®ques, Bars et clubs",48,https://www.tripadvisor.fr/Attraction_Review-g187147-d7700002-Reviews-Le_Globo-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Theatro Club Paris,"Bars et clubs, Discoth√®ques",0,https://www.tripadvisor.fr/Attraction_Review-g187147-d10441555-Reviews-Le_Theatro_Club_Paris-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Zig Zag Club,Discoth√®ques,28,https://www.tripadvisor.fr/Attraction_Review-g187147-d8045543-Reviews-Zig_Zag_Club-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Players,Bars et clubs,6,https://www.tripadvisor.fr/Attraction_Review-g187147-d7115940-Reviews-Le_Players-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,FreeDj,"Bars et clubs, Clubs et bars gays",25,https://www.tripadvisor.fr/Attraction_Review-g187147-d10679170-Reviews-FreeDj-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Les Quatre Vents,Bars et clubs,4,https://www.tripadvisor.fr/Attraction_Review-g187147-d4587735-Reviews-Les_Quatre_Vents-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Panic Room,Bars et clubs,6,https://www.tripadvisor.fr/Attraction_Review-g187147-d8602102-Reviews-Panic_Room-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Folies Pigalle,Bars et clubs,23,https://www.tripadvisor.fr/Attraction_Review-g187147-d245000-Reviews-Folies_Pigalle-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Queen Nightclub,Bars et clubs,138,https://www.tripadvisor.fr/Attraction_Review-g187147-d195132-Reviews-Queen_Nightclub-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Hide Pub / Club,Bars et clubs,8,https://www.tripadvisor.fr/Attraction_Review-g187147-d9718803-Reviews-Hide_Pub_Club-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Les √âtages,Bars et clubs,18,https://www.tripadvisor.fr/Attraction_Review-g187147-d239783-Reviews-Les_Etages-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,L'Enchanteur bar Karaok√©,"Clubs et bars gays, Karaok√©s",11,https://www.tripadvisor.fr/Attraction_Review-g187147-d12318313-Reviews-L_Enchanteur_bar_Karaoke-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Carmen,Bars et clubs,54,https://www.tripadvisor.fr/Attraction_Review-g187147-d3852941-Reviews-Le_Carmen-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Jazz Caf√©,Clubs et bars de jazz,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d14183417-Reviews-Jazz_Cafe-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Mia Cafe Paris,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d14058620-Reviews-Mia_Cafe_Paris-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Combat,Bars et clubs,4,https://www.tripadvisor.fr/Attraction_Review-g187147-d14017131-Reviews-Combat-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Bilboquet,Clubs et bars de jazz,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d13799703-Reviews-Le_Bilboquet-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Mellotron,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d13359358-Reviews-Le_Mellotron-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Chez Moune,"Clubs et bars gays, Bars et clubs",0,https://www.tripadvisor.fr/Attraction_Review-g187147-d13190610-Reviews-Chez_Moune-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Chair de Poule,Bars et clubs,5,https://www.tripadvisor.fr/Attraction_Review-g187147-d13165776-Reviews-Chair_de_Poule-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Tennessee,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d12949914-Reviews-Le_Tennessee-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Club 8&9 - Billard Voltaire,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d12800811-Reviews-Club_8_9_Billard_Voltaire-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Magnum Club,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d12621310-Reviews-Le_Magnum_Club-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Coloc,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d12479103-Reviews-La_Coloc-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Fumoir du Cubana,"Bars et clubs, Bars √† cigares",0,https://www.tripadvisor.fr/Attraction_Review-g187147-d12384722-Reviews-Le_Fumoir_du_Cubana-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,QG YouShould,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d11910137-Reviews-QG_YouShould-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Late Night Laughs,"Th√©√¢tres, Spectacles humoristiques",0,https://www.tripadvisor.fr/Attraction_Review-g187147-d11657911-Reviews-Late_Night_Laughs-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,The Comedy Square,Spectacles humoristiques,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d11622640-Reviews-The_Comedy_Square-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Funky Maps Paris Pub Crawls,,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d9807882-Reviews-Funky_Maps_Paris_Pub_Crawls-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Cheers Pub,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d9100883-Reviews-Cheers_Pub-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Monseigneur Paris Club,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d8036067-Reviews-Monseigneur_Paris_Club-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Bazaar Pub,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d6485245-Reviews-Bazaar_Pub-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La talentueuse,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d5002149-Reviews-La_talentueuse-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Cub Superbar,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d4720450-Reviews-Cub_Superbar-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Noire Platine,Discoth√®ques,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d3950256-Reviews-Le_Noire_Platine-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le 35 Tours,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d3888590-Reviews-Le_35_Tours-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Au Caveau de la Bolee,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d607316-Reviews-Au_Caveau_de_la_Bolee-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Club Zed,Spectacles humoristiques,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d606614-Reviews-Club_Zed-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Tea Dance Black Blanc Beur,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d267706-Reviews-Black_Blanc_Beur_Tea_Dance-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Studio des Islettes,Clubs et bars de jazz,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d245139-Reviews-Studio_des_Islettes-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,P√©niche Makara,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d245127-Reviews-Peniche_Makara-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,P√©niche D√©clic,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d245126-Reviews-Peniche_Declic-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Maxwell Caf√©,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d245111-Reviews-Maxwell_Cafe-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Les Instants chavir√©s,"Bars et clubs, Clubs et bars de jazz",0,https://www.tripadvisor.fr/Attraction_Review-g187147-d245106-Reviews-Les_Instants_Chavires-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Les Assassins,Spectacles humoristiques,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d245103-Reviews-Les_Assassins-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Panier,Clubs et bars de jazz,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d245096-Reviews-Le_Panier-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Monkey Club,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d245094-Reviews-Le_Monkey_Club-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Magique,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d245093-Reviews-Le_Magique-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Bee Bop,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d245080-Reviews-Le_Bee_Bop-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Laughing Matters,Spectacles humoristiques,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d245076-Reviews-Laughing_Matters-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Vieille Grille,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d245075-Reviews-La_Vieille_Grille-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,La Guinguette Pirate,Bars et clubs,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d245069-Reviews-La_Guinguette_Pirate-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Danse Th√©√¢tre & Musique (DTM),Discoth√®ques,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d244991-Reviews-Danse_Theatre_Musique_DTM-Paris_Ile_de_France.html
Vie nocturne ‡ Paris,Le Cith√©a,"Clubs et bars de jazz, Spectacles",0,https://www.tripadvisor.fr/Attraction_Review-g187147-d244981-Reviews-Le_Cithea-Paris_Ile_de_France.html
